image_id,card,mask_path
aug_10975,r_6,project/training_data/training_masks/augmented_cards/aug_10975.png
aug_10976,b_6,project/training_data/training_masks/augmented_cards/aug_10976.png
aug_10977,g_6,project/training_data/training_masks/augmented_cards/aug_10977.png
aug_10978,y_5,project/training_data/training_masks/augmented_cards/aug_10978.png
aug_10979,r_5,project/training_data/training_masks/augmented_cards/aug_10979.png
aug_10980,b_5,project/training_data/training_masks/augmented_cards/aug_10980.png
aug_10981,g_5,project/training_data/training_masks/augmented_cards/aug_10981.png
aug_10982,y_4,project/training_data/training_masks/augmented_cards/aug_10982.png
aug_10983,r_4,project/training_data/training_masks/augmented_cards/aug_10983.png
aug_10984,b_4,project/training_data/training_masks/augmented_cards/aug_10984.png
aug_10985,g_4,project/training_data/training_masks/augmented_cards/aug_10985.png
aug_10986,draw_4,project/training_data/training_masks/augmented_cards/aug_10986.png
aug_10987,y_9,project/training_data/training_masks/augmented_cards/aug_10987.png
aug_10988,r_9,project/training_data/training_masks/augmented_cards/aug_10988.png
aug_10989,b_9,project/training_data/training_masks/augmented_cards/aug_10989.png
aug_10990,g_9,project/training_data/training_masks/augmented_cards/aug_10990.png
aug_10991,y_8,project/training_data/training_masks/augmented_cards/aug_10991.png
aug_10992,r_8,project/training_data/training_masks/augmented_cards/aug_10992.png
aug_10993,b_8,project/training_data/training_masks/augmented_cards/aug_10993.png
aug_10994,g_8,project/training_data/training_masks/augmented_cards/aug_10994.png
aug_10995,wild,project/training_data/training_masks/augmented_cards/aug_10995.png
aug_10996,y_7,project/training_data/training_masks/augmented_cards/aug_10996.png
aug_10997,r_7,project/training_data/training_masks/augmented_cards/aug_10997.png
aug_10998,b_7,project/training_data/training_masks/augmented_cards/aug_10998.png
aug_10999,g_7,project/training_data/training_masks/augmented_cards/aug_10999.png
aug_11000,y_reverse,project/training_data/training_masks/augmented_cards/aug_11000.png
aug_11001,r_reverse,project/training_data/training_masks/augmented_cards/aug_11001.png
aug_11002,b_reverse,project/training_data/training_masks/augmented_cards/aug_11002.png
aug_11003,g_reverse,project/training_data/training_masks/augmented_cards/aug_11003.png
aug_11004,y_skip,project/training_data/training_masks/augmented_cards/aug_11004.png
aug_11005,r_skip,project/training_data/training_masks/augmented_cards/aug_11005.png
aug_11006,b_skip,project/training_data/training_masks/augmented_cards/aug_11006.png
aug_11007,g_skip,project/training_data/training_masks/augmented_cards/aug_11007.png
aug_11008,y_draw_2,project/training_data/training_masks/augmented_cards/aug_11008.png
aug_11009,r_draw_2,project/training_data/training_masks/augmented_cards/aug_11009.png
aug_11010,b_draw_2,project/training_data/training_masks/augmented_cards/aug_11010.png
aug_11011,g_draw_2,project/training_data/training_masks/augmented_cards/aug_11011.png
aug_11012,y_0,project/training_data/training_masks/augmented_cards/aug_11012.png
aug_11013,r_0,project/training_data/training_masks/augmented_cards/aug_11013.png
aug_11014,b_0,project/training_data/training_masks/augmented_cards/aug_11014.png
aug_11015,g_0,project/training_data/training_masks/augmented_cards/aug_11015.png
aug_11016,y_3,project/training_data/training_masks/augmented_cards/aug_11016.png
aug_11017,r_3,project/training_data/training_masks/augmented_cards/aug_11017.png
aug_11018,b_3,project/training_data/training_masks/augmented_cards/aug_11018.png
aug_11019,g_3,project/training_data/training_masks/augmented_cards/aug_11019.png
aug_11020,y_2,project/training_data/training_masks/augmented_cards/aug_11020.png
aug_11021,r_2,project/training_data/training_masks/augmented_cards/aug_11021.png
aug_11022,b_2,project/training_data/training_masks/augmented_cards/aug_11022.png
aug_11023,g_2,project/training_data/training_masks/augmented_cards/aug_11023.png
aug_11024,y_1,project/training_data/training_masks/augmented_cards/aug_11024.png
aug_11025,r_1,project/training_data/training_masks/augmented_cards/aug_11025.png
aug_11026,b_1,project/training_data/training_masks/augmented_cards/aug_11026.png
aug_11027,g_1,project/training_data/training_masks/augmented_cards/aug_11027.png
aug_11028,y_6,project/training_data/training_masks/augmented_cards/aug_11028.png
aug_11029,r_6,project/training_data/training_masks/augmented_cards/aug_11029.png
aug_11030,b_6,project/training_data/training_masks/augmented_cards/aug_11030.png
aug_11031,g_6,project/training_data/training_masks/augmented_cards/aug_11031.png
aug_11032,y_5,project/training_data/training_masks/augmented_cards/aug_11032.png
aug_11033,r_5,project/training_data/training_masks/augmented_cards/aug_11033.png
aug_11034,b_5,project/training_data/training_masks/augmented_cards/aug_11034.png
aug_11035,g_5,project/training_data/training_masks/augmented_cards/aug_11035.png
aug_11036,y_4,project/training_data/training_masks/augmented_cards/aug_11036.png
aug_11037,r_4,project/training_data/training_masks/augmented_cards/aug_11037.png
aug_11038,b_4,project/training_data/training_masks/augmented_cards/aug_11038.png
aug_11039,g_4,project/training_data/training_masks/augmented_cards/aug_11039.png
aug_11040,draw_4,project/training_data/training_masks/augmented_cards/aug_11040.png
aug_11041,y_9,project/training_data/training_masks/augmented_cards/aug_11041.png
aug_11042,r_9,project/training_data/training_masks/augmented_cards/aug_11042.png
aug_11043,b_9,project/training_data/training_masks/augmented_cards/aug_11043.png
aug_11044,g_9,project/training_data/training_masks/augmented_cards/aug_11044.png
aug_11045,y_8,project/training_data/training_masks/augmented_cards/aug_11045.png
aug_11046,r_8,project/training_data/training_masks/augmented_cards/aug_11046.png
aug_11047,b_8,project/training_data/training_masks/augmented_cards/aug_11047.png
aug_11048,g_8,project/training_data/training_masks/augmented_cards/aug_11048.png
aug_11049,wild,project/training_data/training_masks/augmented_cards/aug_11049.png
aug_11050,y_7,project/training_data/training_masks/augmented_cards/aug_11050.png
aug_11051,r_7,project/training_data/training_masks/augmented_cards/aug_11051.png
aug_11052,b_7,project/training_data/training_masks/augmented_cards/aug_11052.png
aug_11053,g_7,project/training_data/training_masks/augmented_cards/aug_11053.png
aug_11054,y_reverse,project/training_data/training_masks/augmented_cards/aug_11054.png
aug_11055,r_reverse,project/training_data/training_masks/augmented_cards/aug_11055.png
aug_11056,b_reverse,project/training_data/training_masks/augmented_cards/aug_11056.png
aug_11057,g_reverse,project/training_data/training_masks/augmented_cards/aug_11057.png
aug_11058,y_skip,project/training_data/training_masks/augmented_cards/aug_11058.png
aug_11059,r_skip,project/training_data/training_masks/augmented_cards/aug_11059.png
aug_11060,b_skip,project/training_data/training_masks/augmented_cards/aug_11060.png
aug_11061,g_skip,project/training_data/training_masks/augmented_cards/aug_11061.png
aug_11062,y_draw_2,project/training_data/training_masks/augmented_cards/aug_11062.png
aug_11063,r_draw_2,project/training_data/training_masks/augmented_cards/aug_11063.png
aug_11064,b_draw_2,project/training_data/training_masks/augmented_cards/aug_11064.png
aug_11065,g_draw_2,project/training_data/training_masks/augmented_cards/aug_11065.png
aug_11066,y_0,project/training_data/training_masks/augmented_cards/aug_11066.png
aug_11067,r_0,project/training_data/training_masks/augmented_cards/aug_11067.png
aug_11068,b_0,project/training_data/training_masks/augmented_cards/aug_11068.png
aug_11069,g_0,project/training_data/training_masks/augmented_cards/aug_11069.png
aug_11070,y_3,project/training_data/training_masks/augmented_cards/aug_11070.png
aug_11071,r_3,project/training_data/training_masks/augmented_cards/aug_11071.png
aug_11072,b_3,project/training_data/training_masks/augmented_cards/aug_11072.png
aug_11073,g_3,project/training_data/training_masks/augmented_cards/aug_11073.png
aug_11074,y_2,project/training_data/training_masks/augmented_cards/aug_11074.png
aug_11075,r_2,project/training_data/training_masks/augmented_cards/aug_11075.png
aug_11076,b_2,project/training_data/training_masks/augmented_cards/aug_11076.png
aug_11077,g_2,project/training_data/training_masks/augmented_cards/aug_11077.png
aug_11078,y_1,project/training_data/training_masks/augmented_cards/aug_11078.png
aug_11079,r_1,project/training_data/training_masks/augmented_cards/aug_11079.png
aug_11080,b_1,project/training_data/training_masks/augmented_cards/aug_11080.png
aug_11081,g_1,project/training_data/training_masks/augmented_cards/aug_11081.png
aug_11082,y_6,project/training_data/training_masks/augmented_cards/aug_11082.png
aug_11083,r_6,project/training_data/training_masks/augmented_cards/aug_11083.png
aug_11084,b_6,project/training_data/training_masks/augmented_cards/aug_11084.png
aug_11085,g_6,project/training_data/training_masks/augmented_cards/aug_11085.png
aug_11086,y_5,project/training_data/training_masks/augmented_cards/aug_11086.png
aug_11087,r_5,project/training_data/training_masks/augmented_cards/aug_11087.png
aug_11088,b_5,project/training_data/training_masks/augmented_cards/aug_11088.png
aug_11089,g_5,project/training_data/training_masks/augmented_cards/aug_11089.png
aug_11090,y_4,project/training_data/training_masks/augmented_cards/aug_11090.png
aug_11091,r_4,project/training_data/training_masks/augmented_cards/aug_11091.png
aug_11092,b_4,project/training_data/training_masks/augmented_cards/aug_11092.png
aug_11093,g_4,project/training_data/training_masks/augmented_cards/aug_11093.png
aug_11094,draw_4,project/training_data/training_masks/augmented_cards/aug_11094.png
aug_11095,y_9,project/training_data/training_masks/augmented_cards/aug_11095.png
aug_11096,r_9,project/training_data/training_masks/augmented_cards/aug_11096.png
aug_11097,b_9,project/training_data/training_masks/augmented_cards/aug_11097.png
aug_11098,g_9,project/training_data/training_masks/augmented_cards/aug_11098.png
aug_11099,y_8,project/training_data/training_masks/augmented_cards/aug_11099.png
aug_11100,r_8,project/training_data/training_masks/augmented_cards/aug_11100.png
aug_11101,b_8,project/training_data/training_masks/augmented_cards/aug_11101.png
aug_11102,g_8,project/training_data/training_masks/augmented_cards/aug_11102.png
aug_11103,wild,project/training_data/training_masks/augmented_cards/aug_11103.png
aug_11104,y_7,project/training_data/training_masks/augmented_cards/aug_11104.png
aug_11105,r_7,project/training_data/training_masks/augmented_cards/aug_11105.png
aug_11106,b_7,project/training_data/training_masks/augmented_cards/aug_11106.png
aug_11107,g_7,project/training_data/training_masks/augmented_cards/aug_11107.png
aug_11108,y_reverse,project/training_data/training_masks/augmented_cards/aug_11108.png
aug_11109,r_reverse,project/training_data/training_masks/augmented_cards/aug_11109.png
aug_11110,b_reverse,project/training_data/training_masks/augmented_cards/aug_11110.png
aug_11111,g_reverse,project/training_data/training_masks/augmented_cards/aug_11111.png
aug_11112,y_skip,project/training_data/training_masks/augmented_cards/aug_11112.png
aug_11113,r_skip,project/training_data/training_masks/augmented_cards/aug_11113.png
aug_11114,b_skip,project/training_data/training_masks/augmented_cards/aug_11114.png
aug_11115,g_skip,project/training_data/training_masks/augmented_cards/aug_11115.png
aug_11116,y_draw_2,project/training_data/training_masks/augmented_cards/aug_11116.png
aug_11117,r_draw_2,project/training_data/training_masks/augmented_cards/aug_11117.png
aug_11118,b_draw_2,project/training_data/training_masks/augmented_cards/aug_11118.png
aug_11119,g_draw_2,project/training_data/training_masks/augmented_cards/aug_11119.png
aug_11120,y_0,project/training_data/training_masks/augmented_cards/aug_11120.png
aug_11121,r_0,project/training_data/training_masks/augmented_cards/aug_11121.png
aug_11122,b_0,project/training_data/training_masks/augmented_cards/aug_11122.png
aug_11123,g_0,project/training_data/training_masks/augmented_cards/aug_11123.png
aug_11124,y_3,project/training_data/training_masks/augmented_cards/aug_11124.png
aug_11125,r_3,project/training_data/training_masks/augmented_cards/aug_11125.png
aug_11126,b_3,project/training_data/training_masks/augmented_cards/aug_11126.png
aug_11127,g_3,project/training_data/training_masks/augmented_cards/aug_11127.png
aug_11128,y_2,project/training_data/training_masks/augmented_cards/aug_11128.png
aug_11129,r_2,project/training_data/training_masks/augmented_cards/aug_11129.png
aug_11130,b_2,project/training_data/training_masks/augmented_cards/aug_11130.png
aug_11131,g_2,project/training_data/training_masks/augmented_cards/aug_11131.png
aug_11132,y_1,project/training_data/training_masks/augmented_cards/aug_11132.png
aug_11133,r_1,project/training_data/training_masks/augmented_cards/aug_11133.png
aug_11134,b_1,project/training_data/training_masks/augmented_cards/aug_11134.png
aug_11135,g_1,project/training_data/training_masks/augmented_cards/aug_11135.png
aug_11136,y_6,project/training_data/training_masks/augmented_cards/aug_11136.png
aug_11137,r_6,project/training_data/training_masks/augmented_cards/aug_11137.png
aug_11138,b_6,project/training_data/training_masks/augmented_cards/aug_11138.png
aug_11139,g_6,project/training_data/training_masks/augmented_cards/aug_11139.png
aug_11140,y_5,project/training_data/training_masks/augmented_cards/aug_11140.png
aug_11141,r_5,project/training_data/training_masks/augmented_cards/aug_11141.png
aug_11142,b_5,project/training_data/training_masks/augmented_cards/aug_11142.png
aug_11143,g_5,project/training_data/training_masks/augmented_cards/aug_11143.png
aug_11144,y_4,project/training_data/training_masks/augmented_cards/aug_11144.png
aug_11145,r_4,project/training_data/training_masks/augmented_cards/aug_11145.png
aug_11146,b_4,project/training_data/training_masks/augmented_cards/aug_11146.png
aug_11147,g_4,project/training_data/training_masks/augmented_cards/aug_11147.png
aug_11148,draw_4,project/training_data/training_masks/augmented_cards/aug_11148.png
aug_11149,y_9,project/training_data/training_masks/augmented_cards/aug_11149.png
aug_11150,r_9,project/training_data/training_masks/augmented_cards/aug_11150.png
aug_11151,b_9,project/training_data/training_masks/augmented_cards/aug_11151.png
aug_11152,g_9,project/training_data/training_masks/augmented_cards/aug_11152.png
aug_11153,y_8,project/training_data/training_masks/augmented_cards/aug_11153.png
aug_11154,r_8,project/training_data/training_masks/augmented_cards/aug_11154.png
aug_11155,b_8,project/training_data/training_masks/augmented_cards/aug_11155.png
aug_11156,g_8,project/training_data/training_masks/augmented_cards/aug_11156.png
aug_11157,wild,project/training_data/training_masks/augmented_cards/aug_11157.png
aug_11158,y_7,project/training_data/training_masks/augmented_cards/aug_11158.png
aug_11159,r_7,project/training_data/training_masks/augmented_cards/aug_11159.png
aug_11160,b_7,project/training_data/training_masks/augmented_cards/aug_11160.png
aug_11161,g_7,project/training_data/training_masks/augmented_cards/aug_11161.png
aug_11162,y_reverse,project/training_data/training_masks/augmented_cards/aug_11162.png
aug_11163,r_reverse,project/training_data/training_masks/augmented_cards/aug_11163.png
aug_11164,b_reverse,project/training_data/training_masks/augmented_cards/aug_11164.png
aug_11165,g_reverse,project/training_data/training_masks/augmented_cards/aug_11165.png
aug_11166,y_skip,project/training_data/training_masks/augmented_cards/aug_11166.png
aug_11167,r_skip,project/training_data/training_masks/augmented_cards/aug_11167.png
aug_11168,b_skip,project/training_data/training_masks/augmented_cards/aug_11168.png
aug_11169,g_skip,project/training_data/training_masks/augmented_cards/aug_11169.png
aug_11170,y_draw_2,project/training_data/training_masks/augmented_cards/aug_11170.png
aug_11171,r_draw_2,project/training_data/training_masks/augmented_cards/aug_11171.png
aug_11172,b_draw_2,project/training_data/training_masks/augmented_cards/aug_11172.png
aug_11173,g_draw_2,project/training_data/training_masks/augmented_cards/aug_11173.png
aug_11174,y_0,project/training_data/training_masks/augmented_cards/aug_11174.png
aug_11175,r_0,project/training_data/training_masks/augmented_cards/aug_11175.png
aug_11176,b_0,project/training_data/training_masks/augmented_cards/aug_11176.png
aug_11177,g_0,project/training_data/training_masks/augmented_cards/aug_11177.png
aug_11178,y_3,project/training_data/training_masks/augmented_cards/aug_11178.png
aug_11179,r_3,project/training_data/training_masks/augmented_cards/aug_11179.png
aug_11180,b_3,project/training_data/training_masks/augmented_cards/aug_11180.png
aug_11181,g_3,project/training_data/training_masks/augmented_cards/aug_11181.png
aug_11182,y_2,project/training_data/training_masks/augmented_cards/aug_11182.png
aug_11183,r_2,project/training_data/training_masks/augmented_cards/aug_11183.png
aug_11184,b_2,project/training_data/training_masks/augmented_cards/aug_11184.png
aug_11185,g_2,project/training_data/training_masks/augmented_cards/aug_11185.png
aug_11186,y_1,project/training_data/training_masks/augmented_cards/aug_11186.png
aug_11187,r_1,project/training_data/training_masks/augmented_cards/aug_11187.png
aug_11188,b_1,project/training_data/training_masks/augmented_cards/aug_11188.png
aug_11189,g_1,project/training_data/training_masks/augmented_cards/aug_11189.png
aug_11190,y_6,project/training_data/training_masks/augmented_cards/aug_11190.png
aug_11191,r_6,project/training_data/training_masks/augmented_cards/aug_11191.png
aug_11192,b_6,project/training_data/training_masks/augmented_cards/aug_11192.png
aug_11193,g_6,project/training_data/training_masks/augmented_cards/aug_11193.png
aug_11194,y_5,project/training_data/training_masks/augmented_cards/aug_11194.png
aug_11195,r_5,project/training_data/training_masks/augmented_cards/aug_11195.png
aug_11196,b_5,project/training_data/training_masks/augmented_cards/aug_11196.png
aug_11197,g_5,project/training_data/training_masks/augmented_cards/aug_11197.png
aug_11198,y_4,project/training_data/training_masks/augmented_cards/aug_11198.png
aug_11199,r_4,project/training_data/training_masks/augmented_cards/aug_11199.png
aug_11200,b_4,project/training_data/training_masks/augmented_cards/aug_11200.png
aug_11201,g_4,project/training_data/training_masks/augmented_cards/aug_11201.png
aug_11202,draw_4,project/training_data/training_masks/augmented_cards/aug_11202.png
aug_11203,y_9,project/training_data/training_masks/augmented_cards/aug_11203.png
aug_11204,r_9,project/training_data/training_masks/augmented_cards/aug_11204.png
aug_11205,b_9,project/training_data/training_masks/augmented_cards/aug_11205.png
aug_11206,g_9,project/training_data/training_masks/augmented_cards/aug_11206.png
aug_11207,y_8,project/training_data/training_masks/augmented_cards/aug_11207.png
aug_11208,r_8,project/training_data/training_masks/augmented_cards/aug_11208.png
aug_11209,b_8,project/training_data/training_masks/augmented_cards/aug_11209.png
aug_11210,g_8,project/training_data/training_masks/augmented_cards/aug_11210.png
aug_11211,wild,project/training_data/training_masks/augmented_cards/aug_11211.png
aug_11212,y_7,project/training_data/training_masks/augmented_cards/aug_11212.png
aug_11213,r_7,project/training_data/training_masks/augmented_cards/aug_11213.png
aug_11214,b_7,project/training_data/training_masks/augmented_cards/aug_11214.png
aug_11215,g_7,project/training_data/training_masks/augmented_cards/aug_11215.png
aug_11216,y_reverse,project/training_data/training_masks/augmented_cards/aug_11216.png
aug_11217,r_reverse,project/training_data/training_masks/augmented_cards/aug_11217.png
aug_11218,b_reverse,project/training_data/training_masks/augmented_cards/aug_11218.png
aug_11219,g_reverse,project/training_data/training_masks/augmented_cards/aug_11219.png
aug_11220,y_skip,project/training_data/training_masks/augmented_cards/aug_11220.png
aug_11221,r_skip,project/training_data/training_masks/augmented_cards/aug_11221.png
aug_11222,b_skip,project/training_data/training_masks/augmented_cards/aug_11222.png
aug_11223,g_skip,project/training_data/training_masks/augmented_cards/aug_11223.png
aug_11224,y_draw_2,project/training_data/training_masks/augmented_cards/aug_11224.png
aug_11225,r_draw_2,project/training_data/training_masks/augmented_cards/aug_11225.png
aug_11226,b_draw_2,project/training_data/training_masks/augmented_cards/aug_11226.png
aug_11227,g_draw_2,project/training_data/training_masks/augmented_cards/aug_11227.png
aug_11228,y_0,project/training_data/training_masks/augmented_cards/aug_11228.png
aug_11229,r_0,project/training_data/training_masks/augmented_cards/aug_11229.png
aug_11230,b_0,project/training_data/training_masks/augmented_cards/aug_11230.png
aug_11231,g_0,project/training_data/training_masks/augmented_cards/aug_11231.png
aug_11232,y_3,project/training_data/training_masks/augmented_cards/aug_11232.png
aug_11233,r_3,project/training_data/training_masks/augmented_cards/aug_11233.png
aug_11234,b_3,project/training_data/training_masks/augmented_cards/aug_11234.png
aug_11235,g_3,project/training_data/training_masks/augmented_cards/aug_11235.png
aug_11236,y_2,project/training_data/training_masks/augmented_cards/aug_11236.png
aug_11237,r_2,project/training_data/training_masks/augmented_cards/aug_11237.png
aug_11238,b_2,project/training_data/training_masks/augmented_cards/aug_11238.png
aug_11239,g_2,project/training_data/training_masks/augmented_cards/aug_11239.png
aug_11240,y_1,project/training_data/training_masks/augmented_cards/aug_11240.png
aug_11241,r_1,project/training_data/training_masks/augmented_cards/aug_11241.png
aug_11242,b_1,project/training_data/training_masks/augmented_cards/aug_11242.png
aug_11243,g_1,project/training_data/training_masks/augmented_cards/aug_11243.png
aug_11244,y_6,project/training_data/training_masks/augmented_cards/aug_11244.png
aug_11245,r_6,project/training_data/training_masks/augmented_cards/aug_11245.png
aug_11246,b_6,project/training_data/training_masks/augmented_cards/aug_11246.png
aug_11247,g_6,project/training_data/training_masks/augmented_cards/aug_11247.png
aug_11248,y_5,project/training_data/training_masks/augmented_cards/aug_11248.png
aug_11249,r_5,project/training_data/training_masks/augmented_cards/aug_11249.png
aug_11250,b_5,project/training_data/training_masks/augmented_cards/aug_11250.png
aug_11251,g_5,project/training_data/training_masks/augmented_cards/aug_11251.png
aug_11252,y_4,project/training_data/training_masks/augmented_cards/aug_11252.png
aug_11253,r_4,project/training_data/training_masks/augmented_cards/aug_11253.png
aug_11254,b_4,project/training_data/training_masks/augmented_cards/aug_11254.png
aug_11255,g_4,project/training_data/training_masks/augmented_cards/aug_11255.png
aug_11256,draw_4,project/training_data/training_masks/augmented_cards/aug_11256.png
aug_11257,y_9,project/training_data/training_masks/augmented_cards/aug_11257.png
aug_11258,r_9,project/training_data/training_masks/augmented_cards/aug_11258.png
aug_11259,b_9,project/training_data/training_masks/augmented_cards/aug_11259.png
aug_11260,g_9,project/training_data/training_masks/augmented_cards/aug_11260.png
aug_11261,y_8,project/training_data/training_masks/augmented_cards/aug_11261.png
aug_11262,r_8,project/training_data/training_masks/augmented_cards/aug_11262.png
aug_11263,b_8,project/training_data/training_masks/augmented_cards/aug_11263.png
aug_11264,g_8,project/training_data/training_masks/augmented_cards/aug_11264.png
aug_11265,wild,project/training_data/training_masks/augmented_cards/aug_11265.png
aug_11266,y_7,project/training_data/training_masks/augmented_cards/aug_11266.png
aug_11267,r_7,project/training_data/training_masks/augmented_cards/aug_11267.png
aug_11268,b_7,project/training_data/training_masks/augmented_cards/aug_11268.png
aug_11269,g_7,project/training_data/training_masks/augmented_cards/aug_11269.png
aug_11270,y_reverse,project/training_data/training_masks/augmented_cards/aug_11270.png
aug_11271,r_reverse,project/training_data/training_masks/augmented_cards/aug_11271.png
aug_11272,b_reverse,project/training_data/training_masks/augmented_cards/aug_11272.png
aug_11273,g_reverse,project/training_data/training_masks/augmented_cards/aug_11273.png
aug_11274,y_skip,project/training_data/training_masks/augmented_cards/aug_11274.png
aug_11275,r_skip,project/training_data/training_masks/augmented_cards/aug_11275.png
aug_11276,b_skip,project/training_data/training_masks/augmented_cards/aug_11276.png
aug_11277,g_skip,project/training_data/training_masks/augmented_cards/aug_11277.png
aug_11278,y_draw_2,project/training_data/training_masks/augmented_cards/aug_11278.png
aug_11279,r_draw_2,project/training_data/training_masks/augmented_cards/aug_11279.png
aug_11280,b_draw_2,project/training_data/training_masks/augmented_cards/aug_11280.png
aug_11281,g_draw_2,project/training_data/training_masks/augmented_cards/aug_11281.png
aug_11282,y_0,project/training_data/training_masks/augmented_cards/aug_11282.png
aug_11283,r_0,project/training_data/training_masks/augmented_cards/aug_11283.png
aug_11284,b_0,project/training_data/training_masks/augmented_cards/aug_11284.png
aug_11285,g_0,project/training_data/training_masks/augmented_cards/aug_11285.png
aug_11286,y_3,project/training_data/training_masks/augmented_cards/aug_11286.png
aug_11287,r_3,project/training_data/training_masks/augmented_cards/aug_11287.png
aug_11288,b_3,project/training_data/training_masks/augmented_cards/aug_11288.png
aug_11289,g_3,project/training_data/training_masks/augmented_cards/aug_11289.png
aug_11290,y_2,project/training_data/training_masks/augmented_cards/aug_11290.png
aug_11291,r_2,project/training_data/training_masks/augmented_cards/aug_11291.png
aug_11292,b_2,project/training_data/training_masks/augmented_cards/aug_11292.png
aug_11293,g_2,project/training_data/training_masks/augmented_cards/aug_11293.png
aug_11294,y_1,project/training_data/training_masks/augmented_cards/aug_11294.png
aug_11295,r_1,project/training_data/training_masks/augmented_cards/aug_11295.png
aug_11296,b_1,project/training_data/training_masks/augmented_cards/aug_11296.png
aug_11297,g_1,project/training_data/training_masks/augmented_cards/aug_11297.png
aug_11298,y_6,project/training_data/training_masks/augmented_cards/aug_11298.png
aug_11299,r_6,project/training_data/training_masks/augmented_cards/aug_11299.png
aug_11300,b_6,project/training_data/training_masks/augmented_cards/aug_11300.png
aug_11301,g_6,project/training_data/training_masks/augmented_cards/aug_11301.png
aug_11302,y_5,project/training_data/training_masks/augmented_cards/aug_11302.png
aug_11303,r_5,project/training_data/training_masks/augmented_cards/aug_11303.png
aug_11304,b_5,project/training_data/training_masks/augmented_cards/aug_11304.png
aug_11305,g_5,project/training_data/training_masks/augmented_cards/aug_11305.png
aug_11306,y_4,project/training_data/training_masks/augmented_cards/aug_11306.png
aug_11307,r_4,project/training_data/training_masks/augmented_cards/aug_11307.png
aug_11308,b_4,project/training_data/training_masks/augmented_cards/aug_11308.png
aug_11309,g_4,project/training_data/training_masks/augmented_cards/aug_11309.png
aug_11310,draw_4,project/training_data/training_masks/augmented_cards/aug_11310.png
aug_11311,y_9,project/training_data/training_masks/augmented_cards/aug_11311.png
aug_11312,r_9,project/training_data/training_masks/augmented_cards/aug_11312.png
aug_11313,b_9,project/training_data/training_masks/augmented_cards/aug_11313.png
aug_11314,g_9,project/training_data/training_masks/augmented_cards/aug_11314.png
aug_11315,y_8,project/training_data/training_masks/augmented_cards/aug_11315.png
aug_11316,r_8,project/training_data/training_masks/augmented_cards/aug_11316.png
aug_11317,b_8,project/training_data/training_masks/augmented_cards/aug_11317.png
aug_11318,g_8,project/training_data/training_masks/augmented_cards/aug_11318.png
aug_11319,wild,project/training_data/training_masks/augmented_cards/aug_11319.png
aug_11320,y_7,project/training_data/training_masks/augmented_cards/aug_11320.png
aug_11321,r_7,project/training_data/training_masks/augmented_cards/aug_11321.png
aug_11322,b_7,project/training_data/training_masks/augmented_cards/aug_11322.png
aug_11323,g_7,project/training_data/training_masks/augmented_cards/aug_11323.png
aug_11324,y_reverse,project/training_data/training_masks/augmented_cards/aug_11324.png
aug_11325,r_reverse,project/training_data/training_masks/augmented_cards/aug_11325.png
aug_11326,b_reverse,project/training_data/training_masks/augmented_cards/aug_11326.png
aug_11327,g_reverse,project/training_data/training_masks/augmented_cards/aug_11327.png
aug_11328,y_skip,project/training_data/training_masks/augmented_cards/aug_11328.png
aug_11329,r_skip,project/training_data/training_masks/augmented_cards/aug_11329.png
aug_11330,b_skip,project/training_data/training_masks/augmented_cards/aug_11330.png
aug_11331,g_skip,project/training_data/training_masks/augmented_cards/aug_11331.png
aug_11332,y_draw_2,project/training_data/training_masks/augmented_cards/aug_11332.png
aug_11333,r_draw_2,project/training_data/training_masks/augmented_cards/aug_11333.png
aug_11334,b_draw_2,project/training_data/training_masks/augmented_cards/aug_11334.png
aug_11335,g_draw_2,project/training_data/training_masks/augmented_cards/aug_11335.png
aug_11336,y_0,project/training_data/training_masks/augmented_cards/aug_11336.png
aug_11337,r_0,project/training_data/training_masks/augmented_cards/aug_11337.png
aug_11338,b_0,project/training_data/training_masks/augmented_cards/aug_11338.png
aug_11339,g_0,project/training_data/training_masks/augmented_cards/aug_11339.png
aug_11340,y_3,project/training_data/training_masks/augmented_cards/aug_11340.png
aug_11341,r_3,project/training_data/training_masks/augmented_cards/aug_11341.png
aug_11342,b_3,project/training_data/training_masks/augmented_cards/aug_11342.png
aug_11343,g_3,project/training_data/training_masks/augmented_cards/aug_11343.png
aug_11344,y_2,project/training_data/training_masks/augmented_cards/aug_11344.png
aug_11345,r_2,project/training_data/training_masks/augmented_cards/aug_11345.png
aug_11346,b_2,project/training_data/training_masks/augmented_cards/aug_11346.png
aug_11347,g_2,project/training_data/training_masks/augmented_cards/aug_11347.png
aug_11348,y_1,project/training_data/training_masks/augmented_cards/aug_11348.png
aug_11349,r_1,project/training_data/training_masks/augmented_cards/aug_11349.png
aug_11350,b_1,project/training_data/training_masks/augmented_cards/aug_11350.png
aug_11351,g_1,project/training_data/training_masks/augmented_cards/aug_11351.png
aug_11352,y_6,project/training_data/training_masks/augmented_cards/aug_11352.png
aug_11353,r_6,project/training_data/training_masks/augmented_cards/aug_11353.png
aug_11354,b_6,project/training_data/training_masks/augmented_cards/aug_11354.png
aug_11355,g_6,project/training_data/training_masks/augmented_cards/aug_11355.png
aug_11356,y_5,project/training_data/training_masks/augmented_cards/aug_11356.png
aug_11357,r_5,project/training_data/training_masks/augmented_cards/aug_11357.png
